Classifier,Accuracy,Accuracy_std,F1,F1_std,Macro_F1,MacroF1_std
Random Forest,0.6363791719775291,0.014283537629528564,0.5456815756303625,0.0163099141310468,0.621187867085905,0.013862612055556596
SVM,0.6381180663739792,0.011824965558834673,0.5619043364110724,0.01509582788808078,0.6265971063615365,0.010933376801771111
Decision Tree,0.6359443893688335,0.012847123992142264,0.5455871313992764,0.015003928611870034,0.6208405394823122,0.01228144902387027
